"14.49875888";"46.07299615";"ASTRA ZENECA - UK - LIMITED";"VEROVŠKOVA ULICA 55"
"14.56309385";"46.04915443";"ATAJA d.o.o.";"TRPINÈEVA ULICA 96"
"14.50518627";"46.0567653";"ATAMA  d.o.o.";"SLOVENSKA CESTA 55C"
"15.42143595";"45.85223626";"ATHOS ELEKTROSISTEMI d.o.o";"KRŠKA CESTA 8"
"14.48165881";"46.07678913";"AURA d.o.o.";"CELOVŠKA CESTA 189"
"14.51307988";"46.07776358";"AUTOCOMMERCE - RC FIAT";"BARAGOVA ULICA 5"
"14.51307988";"46.07776358";"AUTOCOMMERCE - interseroh - pralnica";"BARAGOVA ULICA 5"
"14.51307988";"46.07776358";"AUTOCOMMERCE - pralnica";"BARAGOVA ULICA 5"
"14.51307988";"46.07776358";"AUTOCOMMERCE AC SISTEMI - interseroh - 5m3";"BARAGOVA ULICA 5"
"14.51307988";"46.07776358";"AUTOCOMMERCE AC SISTEMI - ostalo - 5m3";"BARAGOVA ULICA 5"
"14.51307988";"46.07776358";"AUTOCOMMERCE SGV - interseroh - 5m3";"BARAGOVA ULICA 5"
"14.51307988";"46.07776358";"AUTOCOMMERCE SGV - interseroh - mrežasti";"BARAGOVA ULICA 5"
"14.51307988";"46.07776358";"AUTOCOMMERCE SGV - ostalo - 5m3";"BARAGOVA ULICA 5"
"14.51307988";"46.07776358";"AUTOCOMMERCE SGV - ostalo - mrežasti";"BARAGOVA ULICA 5"
"14.51307988";"46.07776358";"AUTOCOMMERCE SOV - interseroh - 5m3";"BARAGOVA ULICA 5"
"14.51307988";"46.07776358";"AUTOCOMMERCE SOV - ostalo - 5m3";"BARAGOVA ULICA 5"
"14.51307988";"46.07776358";"AUTOCOMMERCE, SGV MERCEDES - arhiv";"BARAGOVA ULICA 5"
"14.30733372";"45.97785631";"AUTOCON d.o.o. - guma";"SINJA GORICA 106"
"14.30733372";"45.97785631";"AUTOCON d.o.o. - karton";"SINJA GORICA 106"
"14.30733372";"45.97785631";"AUTOCON d.o.o. - kovine";"SINJA GORICA 106"
"14.30733372";"45.97785631";"AUTOCON d.o.o. prej Kovinarska Vrhnika";"SINJA GORICA 106"
"14.51237137";"46.07599703";"AUTODELTA d.o.o.";"DUNAJSKA CESTA 122"
"14.47758002";"46.08432863";"AUTOEMONA d.d.";"CELOVŠKA CESTA 252"
"14.46927223";"46.03897832";"AVC GROUP d.o.o.";"TRŽAŠKA CESTA 126"
"14.83525702";"45.95828743";"AVGUŠTIN ANI - slopak";"PETRUŠNJA VAS 19"
"14.52729905";"46.06134837";"AVTO BHS d.o.o.";"SREDIŠKA 4"
"16.17211136";"46.65801492";"AVTO CITY, d.o.o. - PE FLAMIN MS";"INDUSTRIJSKA ULICA 1A"
"15.84173164";"46.58467182";"AVTO LENART, d.o.o.";"INDUSTRIJSKA ULICA 8"
"15.84173164";"46.58467182";"AVTO LENART, d.o.o. - kovine";"INDUSTRIJSKA ULICA 8"
"16.20583377";"46.51337137";"AVTO RAJH, d.o.o. - kovine";"JERUZALEMSKA CESTA 1"
"16.20583377";"46.51337137";"AVTO RAJH, d.o.o. - ostalo";"JERUZALEMSKA CESTA 1"
"15.79935536";"46.61611454";"AVTO SERVIS FRAS DANIJEL FRAS s.p.";"SPODNJI GASTERAJ 21"
"14.48059017";"46.08876013";"AVTOGALANT - kovine";"STEGNE 31"
"14.19016655";"45.89594517";"AVTOHIŠA ÈESNIK & COMP., d.n.o";"KALCE 31F"
"14.47765898";"46.08968257";"AVTOHIŠA BIZILJ KATJA, s.p. - kovine";"ULICA JOŽETA JAME 12"
"14.45357629";"46.08350598";"AVTOHIŠA BIZILJ KATJA, s.p. - plastika!!!";"CESTA ANDREJA BITENCA 108"
"14.47345652";"46.04052721";"AVTOHIŠA MALGAJ d.o.o.";"TRŽAŠKA 108"
"14.479638";"46.08825195";"AVTOHIŠA ODAR d.o.o.";"STEGNE 33"
"14.47862572";"46.03903022";"AVTOHIŠA VIÈ - kovine";"TBILISIJSKA ULICA 49"
"14.47862572";"46.03903022";"AVTOHIŠA VIÈ - slopak";"TBILISIJSKA 49"
"14.88924911";"45.92477174";"AVTOKLEPARSTVO-SILVO TRLEP s.p.-kovine";"BIÈ 15"
"14.43473639";"46.1102275";"AVTOLIÈARSTVO JEAN FREDERIC PLUT, s.p.";"STANEŽIÈE 10"
"14.56087818";"46.04991078";"AVTOLIÈARSTVO MARJAN STRGAR, s.p. - karton";"TRPINÈEVA 67"
"14.56087818";"46.04991078";"AVTOLIÈARSTVO MARJAN STRGAR, s.p. - kovine";"TRPINÈEVA 67"
"14.43473639";"46.1102275";"AVTOLIÈARSTVO PLUT, d.o.o.";"STANEŽIÈE 10"
"14.56769886";"45.98529708";"AVTOLIÈARSTVO PODRŽAJ, d.o.o.";"ŽAGARSKA ULICA 24"
"14.50325966";"46.0669963";"AVTOMERKUR PSO BEŽIGRAD d.d.";"SAMOVA 14"
"14.48059017";"46.08876013";"AVTOPOINT MARJANA KRAJŠEK, s.p. - kovine";"STEGNE 31"
"14.6142713";"46.10430423";"AVTOPREVOZNIŠTVO ANŽE ANŽIÈ, s.p.";"BIŠÈE 42"
"14.73796686";"46.12413241";"AVTOPREVOZNIŠTVO FRANCI PETERKA s.p.";"ÈEŠNJICE PRI MORAVÈAH 24"
"14.74789654";"46.13162253";"AVTOSERVIS NISSAN KRULC s.p.";"CESTA HEROJA VASJE 8"
"14.31197065";"45.98068256";"AVTOTRADE, d.o.o.";"SINJA GORICA 11"
"14.31197065";"45.98068256";"AVTOTRADE, d.o.o.- kovine";"SINJA GORICA 11"
"16.13618497";"46.66643916";"AVTOVLEKA FRANC KUMIN s.p.";"GORIÈKA ULICA 19"
"14.59673073";"46.12754766";"AYERS, d.o.o. - kovine";"ŠTUDLJANSKA CESTA 2"
"14.53436351";"46.08053321";"BABNIK SILVO - slopak";"TOMAÈEVO 35"
"15.26480201";"46.23010741";"BANKA CELJE d.d.";"VODNIKOVA ULICA 2"
"14.5033616";"46.05269048";"BANKA SLOVENIJE";"SLOVENSKA CESTA 35"
"14.47774588";"46.08731659";"BANKA SPARKASSE";"CESTA V KLEÈE 15"
"14.48661486";"46.07351829";"BANKART, d.o.o.";"CELOVŠKA CESTA 150"
"14.4827776";"46.03575586";"BARKO, d.o.o. - kovine";"KOPRSKA 92"
"14.5004165";"46.04822384";"BARSOS - MC, d.o.o.";"GREGORÈIÈEVA ULICA 11"
"14.5372615";"46.0601293";"BAUMAX d.o.o.";"OB ŽELEZNICI 30A"
"14.49920539";"46.03778126";"BDO REVIZIJA, d.o.o.";"CESTA V MESTNI LOG 1"
"16.16004245";"46.40886783";"BELCONT, d.o.o. - 5m3 odprti";"HARDEK 34 G - CONA MOŠKANJCI"
"16.16004245";"46.40886783";"BELCONT, d.o.o. - kovine";"HARDEK 34 G - CONA MOŠKANJCI"
"16.16004245";"46.40886783";"BELCONT, d.o.o., 1";"HARDEK 34 G"
"16.16004245";"46.40886783";"BELCONT, d.o.o., 2";"HARDEK 34 G - CONA MOŠKANJCI"
"14.47820615";"46.08649991";"BELMET MI, d.o..o";"CESTA LJUBLJANSKE BRIGADE 23A"
"15.84370748";"46.58334369";"BERNJAK GRADBENIŠTVO, d.o.o. - kovine";"INDUSTRIJSKA ULICA 28"
"14.51016415";"46.06532543";"BEŽIGRAJSKI DVOR (SPL)";"KRŽIÈEVA 3"
"14.51306388";"46.03973943";"BIC LJUBLJANA - ŽIVILSKA ŠOLA";"IŽANSKA CESTA 10"
"14.09285035";"46.38690499";"BINE CUNDRIÈ - kovine";"PODHOM 7"
"14.29978442";"45.96241518";"BIOSAN, d.o.o. - kovine";"OB IGRIŠÈU 10"
"14.4745876";"46.04935912";"BIOTEHNIŠKA FAKULTETA - AGRONOMIJA - slopak";"JAMNIKARJEVA 101"
"14.51203598";"46.07443902";"BIRO CENTER d.o.o.";"DUNAJSKA CESTA 106"
"14.41179067";"46.06472813";"BIZJAN ORODJARSTVO d.o.o.- kovine";"ŠUJICA 23"
"14.47948837";"46.09041969";"BLIK, d.o.o. - slopak";"ULICA JOŽETA JAME 14 - STEGNE"
"14.53451911";"46.10054451";"BLOK, d.o.o. - kovine";"ŠLANDROVA ULICA 4A"
"14.48223245";"46.08598729";"BMR TRADE d.o.o.";"STEGNE 21C"
"14.53456443";"46.09822332";"BOEHRINGER INGELHEIM RCV";"ŠLANDROVA ULICA 4B"
"14.53978866";"46.02336595";"BOFROST - SLOPAK";"DOLENJSKA CESTA 242"
"13.67027838";"45.95484441";"BOR, d.o.o., NOVA GORICA - Ljubljana";"INDUSTRIJSKA CESTA 5B, KROMBERK"
"13.67027838";"45.95484441";"BOR, d.o.o., NOVA GORICA - kovine";"INDUSTRIJSKA CESTA 5B, KROMBERK"
"13.67027838";"45.95484441";"BOR, d.o.o.,Nova Gorica-za Lenart";"INDUSTRIJSKA CESTA 5B, KROMBERK"
"15.36076129";"46.35719972";"BORIS SODIN s.p";"STRANICE 46"
"14.36564396";"45.79371832";"BREST POHIŠTVO - slopak";"CESTA 4. MAJA 18"
"15.65692052";"46.39811857";"BREZNIK ANDREJ, s.p.";"ULICA BRATOV BERGLEZ 10"
"14.54931976";"46.1223777";"BRUMEC RUÈIGAJ d.o.o., 1";"BRODIŠÈE 14"
"14.56382598";"46.15020911";"BRUMEC RUÈIGAJ d.o.o., 2";"TESTENOVA 55"
"14.56382598";"46.15020911";"BRUMEC RUÈIGAJ d.o.o.- kovine";"TESTENOVA 55"
"14.54196589";"46.06800312";"BTC, d.d. - ostalo (plaèamo)";"ŠMARTINSKA 152"
"14.54196589";"46.06800312";"BTC, d.d. - stiropor";"ŠMARTINSKA 152"
"14.52317587";"46.06738672";"BUREAU VERITAS d.o.o.";"LINHARTOVA CESTA 49A"
"14.49948971";"46.08084527";"BUTAN PLIN, d.d. - 5m3";"VEROVŠKOVA 59"
"14.49948971";"46.08084527";"BUTAN PLIN, d.d. - kovine";"VEROVŠKOVA 59"
"14.49948971";"46.08084527";"BUTAN PLIN, d.d. - ostalo";"VEROVŠKOVA 59"
"14.49948971";"46.08084527";"BUTAN PLIN, d.d. - pvc";"VEROVŠKOVA 59"
"14.61862492";"46.11076103";"CAFE SERVIS";"POT NA ŽAGO 15"
"14.2985263";"45.96704135";"CANKARJEV HRAM - slopak";"LJUBLJANSKA 1"
"14.51268668";"46.07689814";"CANON ADRIA. d.o.o.";"DUNAJSKA CESTA 128"
"14.51299956";"46.06479765";"CENE ŠTUPAR";"VOJKOVA 1"
"14.41061773";"46.15086496";"CENTER STAREJŠIH MEDVODE";"ZBILJSKA CESTA 15"
"14.5558185";"46.14137884";"CENTER ZA RAZVOJ KMETIJSTVA IN PODEŽELJA JABLE";"GRAJSKA CESTA 1"
"15.82784974";"46.57711704";"CENTER ZA SOCIALNO DELO LENART";"ILAUNIGOVA ULICA 19"
"14.96170526";"46.53885206";"CENTER ZA SOCIALNO DELO RAVNE NA KOROŠKEM";"GOZDARSKA POT 17"
"15.1629836";"45.80607579";"CEROD, d.o.o.";"KETTEJEV DREVORED 3"
"15.1629836";"45.80607579";"CEROD, d.o.o. - prevoz za lastne potrebe";"KETTEJEV DREVORED 3"
"15.1629836";"45.80607579";"CEROD, d.o.o. VRAÈILO (PO OBDELAVI)";"KETTEJEV DREVORED 3"
"16.21215962";"46.62410163";"CESTNO PODJETJE MURSKA SOBOTA, d.d.";"LIPOVCI 256B"
"15.25508062";"46.23888411";"CETIS D.D.";"ÈOPOVA ULICA 24"
"15.25508062";"46.23888411";"CETIS D.D. - muflonski odpad";"ÈOPOVA ULICA 24"
"15.25508062";"46.23888411";"CETIS D.D.-SLOPAK-KV";"ÈOPOVA ULICA 24"
"15.25508062";"46.23888411";"CETIS, D.D. - kovine";"ÈOPOVA ULICA 24"
"15.25508062";"46.23888411";"CETIS, D.D. - smeti";"ÈOPOVA ULICA 24"
"15.25508062";"46.23888411";"CETIS, d.d. - se vozi v Lenart";"ÈOPOVA ULICA 24"
"15.25508062";"46.23888411";"CETIS, d.d. - se vozi v Ljubljano";"ÈOPOVA ULICA 24"
"14.53169533";"46.05653465";"CINEMANIA GROUP, d.o.o.";"ROJÈEVA 1"
"14.50925934";"46.06678818";"CIRIL PUCKO s.p.";"DUNAJSKA 63"
"14.51445778";"46.06211353";"CITY STUDIO, d.o.o.";"VURNIKOVA ULICA 2"
"14.50294793";"46.05704355";"CLASS I d.o.o.";"VOŠNJAKOVA ULICA 9"
"14.48361611";"46.0845899";"CLOUDY d.o.o. - ostalo";"STEGNE 13A"
"14.48361611";"46.0845899";"CLOUDY d.o.o. - slopak";"STEGNE 13A"
"14.48013491";"46.08213582";"COCA-COLA HBC SLOVENIJA, d.o.o.";"CELOVŠKA CESTA 228"
"14.51443427";"46.04704235";"COMPRESS PR., d.o.o.";"STRELIŠKA 24"
"14.23668169";"45.9123889";"CONTREX, d.o.o. - kovine";"OBRTNIŠKA ULICA 8"
"14.31317563";"45.97402242";"CRO VRHNIKA, d.o.o. - prevoz za lastne potrebe";"POT NA TOJNICE 40"
"14.52772436";"46.06453528";"CUBO, d.o.o.";"ŠMARTINSKA CESTA 55"
"14.51730049";"46.07709759";"D.FINING, d.o.o.";"PUHOVA ULICA 10"
"14.48063238";"46.08977705";"DANFOS TRATA, d.o.o.";"ULICA JOŽETA JAME 16"
"14.48063238";"46.08977705";"DANFOS TRATA, d.o.o.- kovine";"ULICA JOŽETA JAME 16"
"14.4684756";"46.0371661";"DANONE d.o.o.- LESNINA TRGOVINA";"TRŽAŠKA CESTA 135"
"15.9940687";"46.68025235";"DAVIDOV HRAM, d.o.o.";"TRATE 2"
"15.9940687";"46.68025235";"DAVIDOV HRAM, d.o.o. - pe Gornja Radgona";"TRATE 2"
"14.51438263";"46.05739844";"DDC d.o.o.";"KOTNIKOVA 40"
"14.58591469";"45.96046736";"DEBEVC JOŽE - slopak";"GORENJE BLATO5"
"14.51355754";"46.06307247";"DEBITEL d.d.";"ŽELEZNA CESTA 18"
"14.50527568";"46.0597889";"DELO PRODAJA - PRAVA SMER, d.o.o.";"LIKOZARJEVA 1"
"14.50613244";"46.0593697";"DELO PRODAJA - folija in trakovi";"DUNAJSKA CESTA 5"
"14.50613244";"46.0593697";"DELO PRODAJA, 1";"DUNAJSKA 5"
"14.50613244";"46.0593697";"DELO PRODAJA, 2";"DUNAJSKA CESTA 5"
"14.50613244";"46.0593697";"DELO REVIJE";"DUNAJSKA CESTA 5"
"14.50613244";"46.0593697";"DELO STORITVE d.o.o.     (PVC)";"DUNAJSKA CESTA 5"
"14.50613244";"46.0593697";"DELO STORITVE, d.o.o. - kovine";"DUNAJSKA CESTA 5"
"14.54881002";"46.0975334";"DELO TÈR - 35m3";"BRNÈIÈEVA ULICA 31"
"14.52682845";"46.06500847";"DELOITTE d.o.o., 1";"DAVÈNA ULICA 1"
"14.5065539";"46.05993837";"DELOITTE d.o.o., 2";"DUNAJSKA 9"
"15.57464545";"46.38611096";"DEPORTIVO d.o.o.";"TRGOVSKA ULICA 11"
"14.36034678";"45.99050944";"DETEL PLUS, d.o.o. - kovine";"BEVKE 137"
"14.54634941";"46.11851504";"DHL EXPRES d.o.o., 1";"ŠPRUHA 19"
"14.45477961";"46.23075583";"DHL EXPRES d.o.o., 2";"ZGORNJI BRNIK 130"
"14.50840609";"46.0843389";"DI-TISK d.o.o.";"ÈARGOVA ULICA 4"
"14.48808093";"46.03926176";"DIJAŠKI DOM VIÈ";"GERBIÈEVA ULICA 51a"
"15.29362318";"46.01486032";"DIMNIKARSTVO ANA JELANÈIÆ s.p.";"RIBNIKI 12"
"15.0464538";"46.14334003";"DINO & S d.o.o.";"RIBNIK 11"
"15.65469895";"46.52392782";"DINOS, d.d. - PC MB";"TRŽAŠKA CESTA 55"
"14.50523212";"46.05742233";"DIORS, d.o.o.";"TIVOLSKA CESTA 50"
"14.49210514";"46.045668";"DIREKCIJA RS ZA CESTE";"LANGUSOVA 4"
"14.51088417";"46.05106722";"DNEVNIK";"KOPITARJEVA 2 IN 4"
"15.72978703";"46.39250218";"DOLENC JANEZ S.P.";"DRAGONJA VAS 1A"
"14.66212138";"45.96309226";"DOM STAREJŠIH OBÈAN. GROSUPLJE";"OB GROSUPELJŠÈICI 28"
"14.47495006";"46.07939493";"DOM STAREJŠIH OBÈANOV ŠIŠKA";"KUNAVERJEVA 15"
"14.51466897";"46.05420549";"DOM UPOKOJENCEV CENTER";"TABOR 10"
"15.79471573";"46.40353062";"DOM UPOKOJENCEV PTUJ - enota KIDRIÈEVO - slopak";"KAJUHOVA ULICA 2"
"15.99685524";"46.38527182";"DOM UPOKOJENCEV PTUJ - enota MURETINCI- slopak";"MURETINCI 45"
"15.8737856";"46.42436556";"DOM UPOKOJENCEV PTUJ - slopak";"VOLKMERJEVA CESTA 10"
"15.50409728";"46.5418863";"DOMPET, OSTROVERŠNIK MIRA, s.p.";"SELNIŠKA CESTA 30"
"15.65272302";"46.355937";"DRAGO KROPEC, s.p.";"TRNOVEC PRI SLOVENSKI BISTRICI 6"
"14.51438263";"46.05739844";"DRI UPRAVLJANJE INVESTICIJ, d.o.o.";"KOTNIKOVA ULICA 40"
"14.52898663";"46.05743233";"DROBNI  ODKUP - kovine";"POD JEŽAMI 3"
"14.52898663";"46.05743233";"DROBNI ODKUP - papir";"POD JEŽAMI 3"
"14.51295194";"46.07908569";"DRUŠTVO ZA MEDNARODNO POVEZOVANJE IN SODELOVANJ...";"DUNAJSKA CESTA 136"
"15.6759385";"46.51921548";"DRUŠTVO ZA VARSTVO IN PROTI MUÈENJU ŽIVALI MARI...";"AVTOMOBILSKA ULICA 25"
"15.6759385";"46.51921548";"DRUŠTVO ZA VARSTVO IN PROTI MUÈENJU ŽIVALI MARIBOR";"AVTOMOBILSKA ULICA 25"
"14.4749664";"46.08587329";"DRUŽBA ZA FINANÈNO UPRAVLJANJE d.o.o.";"CELOVŠKA CESTA 291"
"14.51078665";"46.05040098";"DRUŽINA, d.o.o.";"KREKOV TRG 1"
"14.51078665";"46.05040098";"DRUŽINA, d.o.o. - unièevanje";"KREKOV TRG 1"
"15.75012365";"46.57114075";"DRUŽINSKO PODJETJE KOSIÈ, d.o.o.";"RUPERÈE 13"
"15.75012365";"46.57114075";"DRUŽINSKO PODJETJE KOSIÈ, d.o.o. - kovine";"RUPERÈE 13"
"14.50556649";"46.0561551";"DRŽAVNA VOLILNA KOMISIJA";"SLOVENSKA CESTA 54, 9. nadstropje"
"14.48988213";"46.06685662";"DSA d.o.o.- kovine";"NA JAMI 14"
"14.52729905";"46.06134837";"DUMIDA  d.o.o. PSC Ljubljana";"SREDIŠKA ULICA 4"
"15.02705237";"46.59008219";"DURS DRAVOGRAD";"MARIBORSKA CESTA 3"
"15.65071034";"46.55765305";"DURS MARIBOR";"TITOVA CESTA 10"
"14.57907903";"46.07131238";"DVIG & NAGIB, d.o.o. - kovine, 1";"ZADOBROVŠKA 75"
"14.57907903";"46.07131238";"DVIG & NAGIB, d.o.o. - kovine, 2";"ZADOBROVŠKA C. 75"
"16.40491308";"46.61690851";"DVOJEZIÈNA OŠ GENTEROVCI";"ŠOLSKA ULICA 2"
"16.45994749";"46.55623543";"DVOJEZIÈNA OŠ I  LENDAVA";"KRANJÈEVA ULICA 44"
"14.28912539";"45.81876958";"DYNACAST LOŽ, d.o.o.";"UNEC 25"
"14.56997632";"46.06151621";"DZS d.d. SLOPAK - TRGOVCI 35m3";"LETALIŠKA 30"
"14.56997632";"46.06151621";"DZS d.d. SLOPAK-TRGOVCI  5m3";"LETALIŠKA 30"
"14.56997632";"46.06151621";"DZS, d.d.  - arhiva";"LETALIŠKA 30"
"15.61187208";"46.55784106";"ECOLAB, d.o.o. - interseroh";"VAJNGERLOVA ULICA 4"
"15.42800741";"46.33550837";"ECOTIP, d.o.o. - ostalo";"TOVARNIŠKA CESTA 4"
"14.34416575";"46.17054153";"EGP, d.d. - ŠKOFJA LOKA - kovine";"KIDRIÈEVA CESTA 82"
"14.59187092";"46.04925134";"EKDIS d.o.o.  35m3";"VEVŠKA CESTA 52"
"14.59187092";"46.04925134";"EKDIS d.o.o. 5m3";"VEVŠKA CESTA 52"
"14.55649278";"46.05536449";"EKO-PIS, d.o.o.";"ARCHINETOVA ULICA 7"
"14.55649278";"46.05536449";"EKO-PIS, d.o.o. - kovine";"ARCHINETOVA ULICA 7"
"14.55649278";"46.05536449";"EKO-PIS, d.o.o. - unièevanje";"ARCHINETOVA ULICA 7"
"14.51642228";"46.07401671";"EKONOMSKA FAKULTETA";"KARDELJEVA PLOŠÈAD17"
"14.51642228";"46.07401671";"EKONOMSKA FAKULTETA - unièenje";"KARDELJEVA PLOŠÈAD 17"
"15.27173693";"46.34456343";"EKOPRIHRANEK, d.o.o. - kovine";"SOCKA 62A"
"14.61704216";"46.06071108";"EKOSUN INVEST, d.o.o.";"ZALOŠKA CESTA 222d"
"14.94489449";"46.54388373";"EKSTERA d.o.o.";"DOBJA VAS 121"
"14.50689201";"46.0611635";"ELEA IC d.o.o. (JB INŽINERING)";"DUNAJSKA CESTA 21"
"14.8304616";"45.86285802";"ELEKTRO LJUBLJANA - ZAGRADEC - kovine";"FUŽINA 46"
"14.47919554";"46.03612655";"ELEKTRO PEÈAVER, d.o.o.";"TBILISIJSKA ULICA 89"
"14.49079207";"46.04513132";"ELEKTRO SLOVENIJA, d.o.o. - kovine";"HAJDRIHOVA ULICA 2"
"15.06469674";"45.94270093";"ELEKTROMEHANIKA BRANE GREGORIÈ, s.p. - kovine";"ZABRDJE 26"
"14.56466759";"46.17822147";"ELEKTRONÈEK d.d.";"GORENJSKA CESTA 23"
"14.54822398";"46.12187853";"ELEKTROSERVISI d.d.";"DOBRAVE 6"
"14.54822398";"46.12187853";"ELEKTROSERVISI d.d. - pvc";"DOBRAVE 6"
"14.54822398";"46.12187853";"ELEKTROSERVISI, d.d. - kovine, 1";"DOBRAVE 6"
"14.86290109";"45.63511332";"ELEKTROSERVISI, d.d. - kovine, 2";"REŠKA CESTA 13"
"14.54822398";"46.12187853";"ELEKTROSERVISI, d.d. - les";"DOBRAVE 6"
"14.54822398";"46.12187853";"ELEKTROSERVISI, d.d. - pvc";"DOBRAVE 6"
